,name,salary_from,salary_to,salary_currency,area_name,published_at
1000,Главный механик,,,,Иваново (Ивановская область),2022-12-23T08:24:31+0300
1001,Программист 1С,,,,Дмитров,2022-12-23T10:39:04+0300
1002,Профессор кафедры математического моделирования и информационных технологий,,,,Тамбов,2022-12-23T09:36:44+0300
1003,Мастер слесарного цеха,55000.0,65000.0,RUR,Пермь,2022-12-23T10:34:10+0300
1004,Ведущий специалист технической поддержки 2 линии (эксплуатация решений МТОиР),,,,Москва,2022-12-23T08:55:52+0300
1005,Помощник системного администратора в Yandex Cloud,54000.0,70200.0,RUR,Димитровград,2022-12-23T10:24:50+0300
1006,Фрезеровщик (31 КУО),40000.0,,RUR,Ульяновск,2022-12-23T07:49:41+0300
1007,Старший продуктовый аналитик (AdTech),,,,Москва,2022-12-23T10:10:13+0300
1008,Системный аналитик (Senior/middle),,,,Казань,2022-12-23T10:18:41+0300
1009,Помощник системного администратора в Yandex Cloud,54000.0,70200.0,RUR,Кисловодск,2022-12-23T10:24:44+0300
1010,Старший механик,53000.0,53000.0,RUR,Елабуга,2022-12-23T10:42:41+0300
1011,Инженер по гарантии,35000.0,60000.0,RUR,Сургут,2022-12-23T08:52:05+0300
1012,Токарь-расточник,,70000.0,RUR,Москва,2022-12-23T10:55:19+0300
1013,Оператор токарных станков с программным управлением (5 разряд),65000.0,100000.0,RUR,Москва,2022-12-23T10:41:58+0300
1014,Аналитик 1С,,,,Санкт-Петербург,2022-12-23T11:41:52+0300
1015,Team Lead C++,,,,Санкт-Петербург,2022-12-23T07:09:46+0300
1016,Руководитель направления по архитектуре данных,,,,Москва,2022-12-23T10:17:21+0300
1017,Разработчик интеграционных модулей 1С/XSLT,,150000.0,RUR,Екатеринбург,2022-12-23T10:13:50+0300
1018,Автор по программированию,,50000.0,RUR,Екатеринбург,2022-12-23T08:32:59+0300
1019,Помощник системного администратора в Yandex Cloud,54000.0,70200.0,RUR,Салават,2022-12-23T10:24:39+0300
1020,Помощник системного администратора в Yandex Cloud,54000.0,70200.0,RUR,Артем,2022-12-23T10:24:50+0300
1021,Руководитель отдела IT,,,,Челябинск,2022-12-23T06:54:08+0300
1022,Слесарь-сборщик РЭА и приборов,45000.0,70000.0,RUR,Санкт-Петербург,2022-12-23T09:27:02+0300
1023,Системный аналитик ELMA,,,,Екатеринбург,2022-12-23T07:59:41+0300
1024,Монтажник ОПС в ЧОП,,,,Барнаул,2022-12-23T11:30:29+0300
1025,Специалист по разработке ПО на платформе 1С,,,,Хабаровск,2022-12-23T07:07:51+0300
1026,Помощник системного администратора в Yandex Cloud,54000.0,70200.0,RUR,Златоуст,2022-12-23T10:24:39+0300
1027,Инженер-программист ЦФТ-Банк (Отчетность),,,,Новосибирск,2022-12-23T06:52:27+0300
1028,Специалист по сопровождению систем 1С,,,,Москва,2022-12-23T10:12:43+0300
1029,С/С++ Developer (Wireless),,,,Новосибирск,2022-12-23T08:13:10+0300
1030,Руководитель проекта (машиностроение),80000.0,,RUR,Набережные Челны,2022-12-23T09:55:53+0300
1031,Бизнес-аналитик,,,,Москва,2022-12-23T11:07:55+0300
1032,Главный специалист отдела информационной безопасности,,,,Москва,2022-12-23T09:57:51+0300
1033,Механик по оборудованию в участок МиРПО,117000.0,154000.0,RUR,Курган,2022-12-23T09:22:37+0300
1034,Помощник системного администратора в Yandex Cloud,54000.0,70200.0,RUR,Курган,2022-12-23T10:24:29+0300
1035,Разработчик DWH (DATA Engineer),,,,Екатеринбург,2022-12-23T09:46:37+0300
1036,Мастер по ремонту бензотехники/Механик (Зарёвская объездная дорога),45000.0,,RUR,Дзержинск (Нижегородская область),2022-12-23T10:33:16+0300
1037,Помощник системного администратора в Yandex Cloud,54000.0,70200.0,RUR,Ноябрьск,2022-12-23T10:24:50+0300
1038,DevOps engineer (to Serbia),,,,Москва,2022-12-23T11:36:02+0300
1039,Программист 1С,,,,Санкт-Петербург,2022-12-23T11:41:55+0300
1040,Программист 1C,,,,Москва,2022-12-23T11:49:16+0300
1041,Руководитель интернет-рекламы (Перфоманс),,,,Москва,2022-12-23T09:35:19+0300
1042,Разработчик Hadoop + Spark + Java,,,,Москва,2022-12-23T10:12:43+0300
1043,"Бизнес-аналитик 1C, ERP",,,,Екатеринбург,2022-12-23T07:59:50+0300
1044,Разработчик Битрикс/Битрикс24,120000.0,,RUR,Тула,2022-12-23T10:11:00+0300
1045,Токарь-расточник,115000.0,,RUR,Магнитогорск,2022-12-23T11:19:13+0300
1046,TechLead Research Engineer (NLP/Speech),300000.0,400000.0,RUR,Москва,2022-12-23T10:07:53+0300
1047,Старший экономист-аналитик,,,,Ижевск,2022-12-23T11:36:39+0300
1048,Middle инженер-DevOps (FinAdvice),,,,Москва,2022-12-23T10:55:52+0300
1049,Руководитель IT проектов (аккредитованная IT-компания),150000.0,,RUR,Хабаровск,2022-12-23T07:36:43+0300
1050,Senior/Lead Python-разработчик,,,,Иваново (Ивановская область),2022-12-23T07:57:28+0300
1051,Токарь 6 разряда,37000.0,39000.0,RUR,Салават,2022-12-23T09:25:12+0300
1052,Инженер-программист АСУ ТП,,,,Тюмень,2022-12-23T08:20:54+0300
1053,Программист 1С,,,,Санкт-Петербург,2022-12-23T09:10:58+0300
1054,Системный инженер-тестировщик / Управление по развитию платформы,,,,Новосибирск,2022-12-23T06:51:55+0300
1055,Токарь,36000.0,,RUR,Саранск,2022-12-23T11:32:28+0300
1056,Аналитик,35000.0,,RUR,Киров (Кировская область),2022-12-23T11:34:54+0300
1057,TechLead Research Engineer (NLP/Speech),300000.0,400000.0,RUR,Санкт-Петербург,2022-12-23T10:07:50+0300
1058,Разработчик 1С отдел R&D (системная архитектура),,,,Санкт-Петербург,2022-12-23T09:10:26+0300
1059,Специалист по разработке и сопровождению ESB,,,,Санкт-Петербург,2022-12-23T08:38:17+0300
1060,Программист 1С MIDDLE (гибрид/удаленка/офис),,,,Челябинск,2022-12-23T06:54:00+0300
1061,Разработчик Битрикс,80000.0,,RUR,Краснодар,2022-12-23T08:09:26+0300
1062,Дизайнер ArchiCAD,,,,Минск,2022-12-23T07:58:17+0300
1063,Ночной консультант службы поддержки пользователей,15600.0,39000.0,RUR,Казань,2022-12-23T09:46:32+0300
1064,Ведущий разработчик 1С,170000.0,230000.0,RUR,Санкт-Петербург,2022-12-23T11:42:20+0300
1065,Станочник широкого профиля (4 разряд),45000.0,45000.0,RUR,Тула,2022-12-23T09:01:30+0300
1066,Архитектор по инфраструктуре,,,,Москва,2022-12-23T10:23:57+0300
1067,Программист 1С,120000.0,150000.0,RUR,Владивосток,2022-12-23T09:58:10+0300
1068,Аналитик-программист 1С (Ведущий инженер) 9520,,,,Москва,2022-12-23T11:30:33+0300
1069,Техник сервисного центра,28000.0,,RUR,Ростов-на-Дону,2022-12-23T11:40:47+0300
1070,Программист высшей категории 1С (WMS) удаленно,,,,Казань,2022-12-23T10:32:46+0300
1071,Senior/Lead Python-разработчик,,,,Краснодар,2022-12-23T07:57:28+0300
1072,TechLead Research Engineer (NLP/Speech),300000.0,400000.0,RUR,Иннополис,2022-12-23T10:07:47+0300
1073,Системный аналитик DWH,,,,Рязань,2022-12-23T10:11:53+0300
1074,Программист (Web-программист/ИТ-специалист) / сервисный инженер,20000.0,25000.0,RUR,Ленинск-Кузнецкий,2022-12-23T08:25:39+0300
1075,Ночной консультант службы поддержки пользователей,15600.0,39000.0,RUR,Новосибирск,2022-12-23T09:46:34+0300
1076,Наладчик станков с ЧПУ токарной группы,68000.0,,RUR,Москва,2022-12-23T10:19:03+0300
1077,Ведущий аналитик 1С: ERP по производству на внедрение (удаленно),170000.0,,RUR,Москва,2022-12-23T11:50:49+0300
1078,Техник по вентиляции и кондиционированию,,65000.0,RUR,Москва,2022-12-23T11:08:02+0300
1079,Оператор станков с ЧПУ (фрезерный центр),65000.0,,RUR,Новокузнецк,2022-12-23T11:36:13+0300
1080,"Инженер данных (качество сервисов,SLA)",,,,Санкт-Петербург,2022-12-23T08:55:52+0300
1081,IT директор,,,,Челябинск,2022-12-23T06:54:04+0300
1082,Фрезеровщик,52500.0,,RUR,Санкт-Петербург,2022-12-23T09:04:32+0300
1083,Руководитель проектов,80000.0,80000.0,RUR,Новосибирск,2022-12-23T09:28:28+0300
1084,Team Lead C++,,,,Екатеринбург,2022-12-23T07:09:46+0300
1085,Senior/Lead Python-разработчик,,,,Красноярск,2022-12-23T07:57:28+0300
1086,Аналитик SOC,,,,Москва,2022-12-23T10:24:23+0300
1087,Специалист поддержки в Яндекс Бизнес,13000.0,33800.0,RUR,Владивосток,2022-12-23T10:24:26+0300
1088,Специалист службы поддержки в Яндекс ТВ,13000.0,33800.0,RUR,Курск,2022-12-23T10:24:39+0300
1089,Механик по оборудованию в участок МиРПО,117000.0,154000.0,RUR,Нефтекамск,2022-12-23T09:22:54+0300
